loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,loan_status,dti,delinq_2yrs,open_acc,pub_rec_bankruptcies
19075.0,60,20.89,10.0,1,48000.0,1,17.38,0.0,10.0,0.0
1200.0,36,12.42,9.0,1,29000.0,1,18.95,0.0,5.0,1.0
15000.0,60,17.27,10.0,2,70666.08,1,20.82,0.0,11.0,0.0
3000.0,36,12.42,5.0,1,75500.0,1,16.2,0.0,11.0,0.0
35000.0,60,18.64,10.0,1,85602.0,0,20.66,0.0,12.0,0.0
8000.0,36,7.9,10.0,2,67200.0,1,4.54,0.0,7.0,0.0
16000.0,36,7.9,4.0,2,117996.0,1,9.09,0.0,9.0,0.0
10000.0,36,10.65,8.0,1,39870.0,1,19.74,0.0,8.0,0.0
27050.0,36,13.49,4.0,1,60000.0,1,21.34,0.0,7.0,0.0
8000.0,36,18.25,0.0,1,35000.0,1,6.0,0.0,4.0,0.0
7500.0,36,16.29,3.0,1,48000.0,1,13.05,0.0,4.0,0.0
12000.0,36,16.29,5.0,2,105000.0,1,11.7,3.0,10.0,0.0
8500.0,36,8.9,0.0,1,27120.0,1,19.56,0.0,15.0,0.0
12000.0,60,15.27,10.0,2,54000.0,0,12.47,0.0,12.0,0.0
10000.0,36,11.71,2.0,1,60000.0,1,12.16,1.0,11.0,0.0
15000.0,60,18.25,4.0,3,57960.0,1,17.17,0.0,10.0,0.0
15000.0,36,14.27,6.0,1,40000.0,1,17.46,0.0,9.0,0.0
10000.0,36,16.77,9.0,2,77000.0,1,11.13,0.0,11.0,0.0
35000.0,60,19.03,10.0,2,150000.0,1,24.74,0.0,12.0,0.0
12000.0,36,9.91,4.0,2,75000.0,1,3.38,0.0,7.0,0.0
35000.0,60,19.42,10.0,2,76519.82,1,20.89,0.0,8.0,0.0
6800.0,36,20.3,7.0,1,80000.0,1,24.21,0.0,8.0,0.0
30000.0,36,17.27,0.0,1,171600.0,1,11.78,0.0,13.0,0.0
12000.0,36,7.51,0.0,1,45204.0,1,18.79,0.0,6.0,0.0
18725.0,60,17.27,9.0,2,52000.0,0,23.35,0.0,9.0,0.0
13000.0,60,15.27,0.0,1,40000.0,1,13.5,0.0,7.0,0.0
18000.0,36,12.42,10.0,2,170000.0,1,14.24,0.0,16.0,0.0
12000.0,36,12.42,5.0,1,62400.0,1,16.85,0.0,18.0,0.0
16500.0,60,11.71,5.0,2,33000.0,0,3.13,0.0,8.0,0.0
8000.0,60,21.67,4.0,1,45000.0,1,6.69,0.0,4.0,0.0
35000.0,60,19.42,10.0,3,137000.0,1,18.11,0.0,9.0,0.0
18000.0,36,11.71,2.0,2,52000.0,1,7.45,0.0,9.0,0.0
20000.0,36,12.69,10.0,2,60000.0,1,17.56,0.0,7.0,0.0
12000.0,36,7.51,10.0,2,350000.0,1,10.01,0.0,9.0,0.0
12000.0,36,7.51,8.0,2,74000.0,1,15.41,0.0,8.0,0.0
1000.0,36,9.91,10.0,1,74000.0,1,10.33,0.0,6.0,0.0
20000.0,36,12.69,5.0,1,72000.0,1,6.38,0.0,6.0,0.0
24000.0,36,16.29,4.0,1,48000.0,1,6.7,0.0,8.0,0.0
15000.0,60,13.49,10.0,2,54000.0,1,21.6,0.0,7.0,0.0
12000.0,36,11.71,8.0,1,34000.0,1,16.8,0.0,19.0,0.0
17000.0,36,12.42,6.0,2,50000.0,1,13.94,0.0,11.0,0.0
12000.0,36,12.42,6.0,2,77000.0,1,9.69,1.0,11.0,0.0
20000.0,60,21.28,10.0,1,165000.0,1,4.96,0.0,7.0,0.0
24000.0,36,12.69,1.0,1,100450.0,1,23.13,0.0,8.0,0.0
7500.0,36,6.62,9.0,2,47000.0,1,16.77,1.0,10.0,0.0
20000.0,60,14.65,5.0,1,48000.0,1,12.65,0.0,10.0,0.0
7000.0,60,15.96,6.0,2,130500.0,1,11.26,0.0,12.0,0.0
12800.0,60,17.58,2.0,1,99000.0,1,19.05,0.0,6.0,0.0
3000.0,36,6.03,10.0,2,50000.0,1,11.93,0.0,6.0,0.0
10000.0,36,12.42,3.0,1,65000.0,1,19.86,0.0,13.0,0.0
8400.0,60,8.9,4.0,2,65508.0,1,7.44,0.0,18.0,0.0
15000.0,36,6.03,4.0,3,53481.36,1,10.81,0.0,15.0,0.0
30000.0,60,22.06,5.0,2,80000.0,1,14.7,0.0,5.0,0.0
12000.0,36,7.51,10.0,2,109000.0,1,6.3,0.0,6.0,0.0
11125.0,36,13.49,4.0,2,75000.0,1,15.63,2.0,8.0,0.0
20000.0,60,14.27,4.0,2,40000.0,1,0.6,0.0,5.0,0.0
3525.0,36,6.62,2.0,1,26000.0,1,12.92,0.0,5.0,0.0
3000.0,36,7.51,2.0,1,64000.0,1,14.89,0.0,6.0,0.0
19800.0,60,21.67,10.0,3,170000.0,1,1.61,0.0,9.0,0.0
10000.0,36,10.65,10.0,1,40000.0,1,24.15,0.0,9.0,0.0
5000.0,36,9.91,4.0,2,101000.0,1,10.7,0.0,16.0,0.0
3000.0,36,12.69,10.0,1,105000.0,1,13.84,0.0,19.0,0.0
11200.0,36,14.27,6.0,2,50000.0,1,13.51,0.0,8.0,0.0
4800.0,36,7.9,1.0,1,60000.0,1,14.44,0.0,13.0,0.0
6000.0,36,12.42,6.0,1,37500.0,1,24.99,0.0,9.0,0.0
3500.0,36,9.91,10.0,1,39000.0,1,20.71,0.0,6.0,0.0
13350.0,60,17.27,7.0,3,55000.0,1,20.53,0.0,8.0,0.0
15000.0,36,11.71,10.0,1,33800.0,1,9.73,0.0,4.0,0.0
20000.0,60,12.69,7.0,1,40000.0,1,15.48,0.0,12.0,0.0
25000.0,36,7.9,8.0,3,84000.0,1,19.07,0.0,16.0,0.0
5600.0,36,6.03,6.0,1,49000.0,1,16.29,0.0,10.0,0.0
25000.0,60,17.27,10.0,1,50400.0,1,21.07,0.0,14.0,0.0
16000.0,36,13.49,6.0,2,50000.0,1,20.09,0.0,5.0,0.0
24000.0,36,7.51,9.0,2,75000.0,1,11.81,0.0,8.0,0.0
14000.0,60,13.49,10.0,2,67000.0,1,24.73,0.0,15.0,0.0
2400.0,36,17.27,5.0,1,13288.0,1,8.76,0.0,5.0,0.0
11500.0,36,7.51,0.0,1,57000.0,1,9.12,0.0,5.0,0.0
2100.0,36,14.65,5.0,1,60000.0,1,7.66,0.0,6.0,1.0
14000.0,60,13.49,5.0,3,65500.0,1,23.87,0.0,9.0,0.0
12800.0,60,13.49,4.0,1,45000.0,1,16.59,0.0,9.0,0.0
8000.0,36,7.51,2.0,1,42000.0,0,7.71,0.0,4.0,0.0
12400.0,60,21.28,7.0,1,50000.0,1,15.77,1.0,13.0,0.0
15000.0,36,17.58,7.0,3,89000.0,1,4.38,0.0,8.0,0.0
7200.0,36,8.9,4.0,1,60000.0,1,10.62,0.0,6.0,0.0
8000.0,36,7.9,0.0,1,72000.0,1,9.32,0.0,6.0,0.0
10000.0,36,9.91,6.0,2,30000.0,1,22.88,1.0,10.0,0.0
21200.0,36,12.42,10.0,2,60000.0,0,21.18,0.0,7.0,0.0
9300.0,60,14.27,10.0,2,75000.0,1,3.62,0.0,6.0,0.0
21500.0,60,19.03,4.0,1,43000.0,0,18.28,0.0,11.0,0.0
15000.0,60,14.65,8.0,1,55000.0,1,17.21,0.0,4.0,0.0
30000.0,60,20.89,4.0,1,68000.0,1,16.91,0.0,11.0,0.0
19125.0,60,15.27,0.0,1,54000.0,1,23.18,0.0,13.0,0.0
17000.0,36,14.65,1.0,2,60000.0,1,20.9,0.0,10.0,0.0
20000.0,60,12.42,1.0,1,80000.0,1,15.48,0.0,9.0,0.0
5000.0,36,7.51,0.0,1,58000.0,1,3.7,0.0,6.0,0.0
5000.0,36,14.27,3.0,3,35000.0,1,7.95,0.0,3.0,0.0
3800.0,36,18.25,4.0,1,40000.0,1,19.11,0.0,10.0,0.0
5000.0,36,6.62,10.0,1,37513.0,0,10.84,0.0,10.0,0.0
29000.0,60,17.58,10.0,2,58000.0,1,8.88,0.0,5.0,0.0
12000.0,36,10.65,10.0,2,75000.0,1,17.47,0.0,10.0,0.0
14000.0,60,17.58,0.0,2,100000.0,1,10.01,0.0,8.0,0.0
23000.0,36,13.49,10.0,1,80000.0,1,22.63,0.0,12.0,0.0
14000.0,36,12.69,10.0,1,62000.0,1,14.73,0.0,8.0,0.0
5000.0,36,11.71,9.0,1,26000.0,1,13.48,0.0,7.0,0.0
2500.0,36,13.49,2.0,2,54000.0,1,23.67,0.0,8.0,0.0
12000.0,36,11.71,3.0,1,46000.0,1,21.42,0.0,14.0,0.0
19800.0,60,11.71,9.0,2,96000.0,1,3.65,0.0,8.0,0.0
22000.0,60,18.25,10.0,2,75000.0,1,18.9,0.0,14.0,0.0
15000.0,36,13.49,2.0,1,45000.0,1,16.4,0.0,7.0,0.0
7200.0,36,13.49,0.0,2,114000.0,0,12.12,0.0,9.0,0.0
10000.0,36,16.77,2.0,2,100000.0,1,4.24,1.0,7.0,0.0
8000.0,36,16.29,10.0,1,108000.0,1,3.84,0.0,3.0,0.0
4800.0,36,8.9,0.0,1,46000.0,1,18.29,0.0,10.0,0.0
5000.0,36,6.62,7.0,1,62000.0,1,19.08,0.0,9.0,0.0
10000.0,36,12.69,2.0,1,52000.0,1,7.04,0.0,9.0,0.0
15000.0,36,13.49,4.0,1,60000.0,1,18.18,0.0,9.0,0.0
25000.0,60,11.71,0.0,1,60000.0,1,6.76,0.0,5.0,0.0
25000.0,60,10.65,6.0,2,86923.0,1,7.88,0.0,8.0,0.0
31000.0,60,12.42,10.0,2,62400.0,1,18.31,0.0,8.0,0.0
12000.0,36,10.65,8.0,2,60000.0,1,15.56,0.0,10.0,0.0
10000.0,36,15.96,6.0,1,91000.0,1,10.25,0.0,6.0,0.0
20000.0,36,12.42,3.0,1,63000.0,1,19.09,0.0,12.0,0.0
20000.0,36,14.27,6.0,1,82000.0,1,9.79,0.0,7.0,0.0
21000.0,60,20.89,2.0,1,71040.0,0,6.52,0.0,9.0,0.0
15500.0,36,14.65,10.0,2,63000.0,1,17.56,0.0,15.0,0.0
5575.0,36,6.62,5.0,1,28800.0,1,21.17,0.0,7.0,0.0
30000.0,60,12.42,0.0,1,68000.0,1,25.27,0.0,8.0,0.0
10000.0,36,14.27,6.0,2,60000.0,0,23.1,0.0,12.0,0.0
20000.0,60,14.65,7.0,1,40000.0,1,23.94,0.0,7.0,0.0
10000.0,36,12.42,1.0,1,42000.0,1,23.71,0.0,7.0,0.0
12000.0,60,12.69,2.0,1,42000.0,1,24.57,0.0,10.0,0.0
1450.0,36,14.27,5.0,1,55560.0,1,6.95,1.0,7.0,0.0
30000.0,60,21.28,2.0,2,75000.0,1,11.44,0.0,13.0,0.0
12900.0,60,18.25,1.0,1,75000.0,1,21.79,0.0,11.0,0.0
24000.0,60,11.71,10.0,2,95000.0,1,16.0,0.0,7.0,0.0
2000.0,36,14.27,1.0,2,27600.0,1,6.74,0.0,4.0,0.0
22000.0,60,17.27,10.0,1,84000.0,1,13.8,0.0,11.0,0.0
7000.0,36,8.9,9.0,2,70000.0,1,4.1,0.0,4.0,0.0
10000.0,36,11.71,10.0,1,92000.0,1,8.27,0.0,12.0,0.0
25000.0,60,11.71,10.0,2,60000.0,1,13.38,0.0,16.0,0.0
7750.0,36,14.27,5.0,1,26400.0,0,17.34,0.0,6.0,0.0
20000.0,60,15.27,9.0,2,90000.0,1,12.33,0.0,9.0,0.0
29100.0,60,18.64,2.0,2,152004.0,1,18.12,0.0,11.0,0.0
12000.0,36,8.9,2.0,1,30000.0,1,24.44,0.0,6.0,0.0
10150.0,36,7.51,2.0,1,102000.0,1,8.35,0.0,9.0,0.0
3800.0,36,13.49,8.0,1,47000.0,1,6.23,0.0,8.0,0.0
10000.0,36,6.03,10.0,2,55000.0,1,19.4,0.0,15.0,0.0
7000.0,36,11.71,0.0,1,57000.0,1,4.88,0.0,6.0,0.0
10000.0,36,13.49,7.0,1,150000.0,1,16.91,0.0,12.0,0.0
22000.0,60,11.71,2.0,1,50000.0,1,17.21,0.0,10.0,0.0
18825.0,60,22.06,4.0,1,50000.0,0,22.42,0.0,9.0,0.0
10000.0,36,7.51,2.0,1,80000.0,0,19.56,0.0,13.0,0.0
20000.0,60,17.27,1.0,1,65000.0,1,8.7,0.0,6.0,0.0
8000.0,36,14.65,7.0,1,87000.0,1,3.94,0.0,6.0,0.0
12000.0,36,12.42,10.0,1,88000.0,1,13.57,1.0,14.0,0.0
20450.0,60,18.64,0.0,1,52008.0,0,23.14,0.0,8.0,0.0
12000.0,36,14.27,3.0,2,40000.0,0,19.77,0.0,10.0,0.0
24000.0,60,12.69,4.0,2,103000.0,1,5.2,0.0,9.0,0.0
24000.0,60,17.58,3.0,1,125004.0,1,5.14,0.0,10.0,0.0
7000.0,36,10.65,2.0,1,36475.0,0,21.06,0.0,19.0,0.0
17500.0,36,10.65,10.0,2,78413.0,1,18.93,0.0,8.0,0.0
6400.0,36,7.51,10.0,3,44000.0,1,24.33,0.0,10.0,0.0
15000.0,60,17.27,0.0,1,62000.0,1,22.16,0.0,10.0,0.0
13000.0,36,7.9,3.0,1,33000.0,1,10.87,0.0,9.0,0.0
18000.0,60,15.96,9.0,2,63000.0,1,13.89,0.0,8.0,0.0
8000.0,36,6.62,2.0,1,65000.0,1,11.8,0.0,9.0,0.0
7800.0,36,10.65,9.0,2,48000.0,1,7.15,1.0,6.0,0.0
15000.0,36,14.27,5.0,1,53000.0,1,22.03,0.0,9.0,0.0
23600.0,60,18.64,10.0,3,60000.0,1,24.36,0.0,10.0,0.0
15000.0,36,12.42,4.0,1,95000.0,1,15.74,0.0,6.0,0.0
24000.0,60,18.25,10.0,1,86779.0,0,18.35,0.0,18.0,0.0
23500.0,60,12.69,10.0,1,48000.0,1,16.05,0.0,6.0,0.0
35000.0,60,21.67,4.0,2,83500.0,1,19.9,0.0,16.0,0.0
2100.0,36,17.27,4.0,1,44400.0,1,6.49,0.0,3.0,0.0
16600.0,60,15.96,10.0,1,40000.0,1,13.17,0.0,13.0,0.0
18000.0,60,15.96,3.0,1,102000.0,1,14.64,0.0,8.0,0.0
16000.0,36,14.27,5.0,3,60000.0,1,18.62,0.0,11.0,0.0
12000.0,36,12.42,10.0,2,37500.0,1,13.25,0.0,6.0,0.0
18000.0,60,19.03,10.0,2,75000.0,0,17.57,0.0,9.0,0.0
10800.0,36,13.49,0.0,1,50000.0,1,23.71,2.0,18.0,0.0
15000.0,36,12.42,10.0,1,47840.0,1,17.21,0.0,11.0,0.0
7100.0,36,15.27,10.0,2,40000.0,1,16.08,0.0,6.0,0.0
10000.0,36,9.91,6.0,1,80000.0,1,20.05,0.0,7.0,0.0
6000.0,36,12.69,5.0,1,51000.0,1,19.91,0.0,11.0,0.0
10400.0,36,16.29,10.0,1,65000.0,1,24.57,0.0,10.0,0.0
2000.0,36,12.42,3.0,2,25056.0,1,20.79,1.0,12.0,0.0
8000.0,36,16.29,4.0,2,75000.0,1,17.52,0.0,15.0,0.0
10000.0,36,14.27,10.0,1,40000.0,1,11.67,0.0,5.0,0.0
12000.0,36,11.71,10.0,1,83000.0,1,17.99,0.0,7.0,0.0
16000.0,60,15.96,7.0,2,61000.0,1,20.52,0.0,14.0,0.0
35000.0,36,19.03,6.0,1,200000.0,1,4.18,0.0,8.0,0.0
4500.0,36,6.62,2.0,1,42000.0,1,25.17,0.0,10.0,0.0
12000.0,60,19.03,5.0,1,80000.0,1,17.16,0.0,9.0,0.0
20000.0,36,7.9,10.0,2,120000.0,1,5.22,0.0,10.0,0.0
10000.0,36,10.65,4.0,1,45000.0,1,19.28,0.0,8.0,0.0
20000.0,60,19.42,10.0,2,48000.0,1,16.2,0.0,5.0,1.0
28000.0,60,20.89,2.0,1,80000.0,1,18.77,0.0,11.0,0.0
4000.0,36,10.65,10.0,2,90000.0,1,9.57,0.0,13.0,0.0
12000.0,36,6.03,4.0,1,75000.0,1,11.68,0.0,14.0,0.0
12000.0,36,16.77,4.0,1,98000.0,1,6.22,0.0,6.0,0.0
20000.0,36,13.49,1.0,2,118560.0,1,10.54,0.0,22.0,0.0
8000.0,36,7.9,2.0,1,72000.0,1,6.4,0.0,5.0,0.0
35000.0,60,18.64,3.0,1,140000.0,1,12.0,0.0,12.0,0.0
20000.0,36,11.71,3.0,2,120000.0,1,17.33,0.0,15.0,0.0
20000.0,36,12.42,7.0,1,77000.0,1,20.06,0.0,12.0,0.0
3500.0,36,7.9,3.0,2,60000.0,1,8.1,0.0,6.0,0.0
5000.0,36,13.49,4.0,3,36000.0,0,14.33,0.0,6.0,0.0
1300.0,36,14.27,4.0,1,60000.0,0,7.8,0.0,7.0,0.0
7500.0,36,15.27,4.0,1,45000.0,1,6.51,0.0,7.0,0.0
7800.0,36,8.9,10.0,2,117000.0,1,17.39,0.0,16.0,0.0
6925.0,36,11.71,6.0,1,25000.0,1,21.74,0.0,7.0,0.0
12800.0,36,13.49,10.0,3,80000.0,1,18.43,1.0,6.0,0.0
15000.0,36,15.27,10.0,1,48000.0,0,18.63,0.0,13.0,0.0
8000.0,36,12.69,6.0,2,40800.0,1,7.44,0.0,5.0,0.0
5375.0,36,12.69,5.0,1,18000.0,1,17.0,0.0,9.0,0.0
2500.0,36,12.69,0.0,1,42500.0,1,13.5,0.0,6.0,0.0
17625.0,36,8.9,1.0,1,45000.0,1,24.67,0.0,18.0,0.0
6000.0,36,15.27,10.0,2,66000.0,0,23.38,0.0,9.0,0.0
7100.0,36,12.42,0.0,3,24000.0,1,17.65,0.0,14.0,0.0
20000.0,60,16.77,10.0,1,110000.0,0,5.5,0.0,5.0,0.0
2800.0,36,10.65,2.0,2,90000.0,1,18.83,1.0,8.0,0.0
14000.0,60,20.89,3.0,2,158000.0,1,20.04,2.0,13.0,0.0
12000.0,36,7.51,4.0,1,32000.0,1,19.05,0.0,11.0,0.0
6625.0,36,12.69,3.0,1,24947.3,0,21.55,0.0,12.0,0.0
14675.0,36,12.69,7.0,2,40000.0,1,16.95,0.0,8.0,0.0
15000.0,36,11.71,7.0,1,74000.0,1,15.97,0.0,7.0,0.0
12000.0,36,7.9,3.0,1,70000.0,1,11.09,0.0,22.0,0.0
13000.0,36,8.9,8.0,1,44100.0,1,25.12,0.0,14.0,0.0
12000.0,36,10.65,10.0,1,55000.0,1,16.87,0.0,5.0,0.0
10000.0,36,16.29,10.0,1,35000.0,1,5.76,0.0,6.0,0.0
11550.0,36,16.77,10.0,1,83954.0,1,10.65,0.0,14.0,0.0
6000.0,36,8.9,4.0,3,100000.0,1,8.32,0.0,5.0,0.0
35000.0,60,18.64,6.0,2,248000.0,1,6.17,0.0,14.0,0.0
9000.0,36,16.77,10.0,1,160000.0,1,9.94,2.0,14.0,0.0
12000.0,60,14.65,1.0,1,35000.0,1,22.18,0.0,7.0,0.0
28000.0,36,7.9,8.0,2,82000.0,1,4.77,0.0,6.0,0.0
17400.0,60,14.65,4.0,2,43000.0,0,11.25,0.0,6.0,0.0
13000.0,36,6.03,10.0,2,73000.0,1,5.34,0.0,7.0,0.0
14000.0,60,13.49,5.0,3,30000.0,1,19.44,0.0,7.0,0.0
17000.0,36,13.49,5.0,1,37000.0,1,15.73,0.0,7.0,0.0
6000.0,36,14.65,4.0,1,30000.0,1,15.68,0.0,11.0,0.0
20000.0,36,10.65,0.0,1,65000.0,1,6.72,0.0,13.0,0.0
1100.0,36,14.65,5.0,2,36000.0,0,12.2,0.0,9.0,0.0
10000.0,36,7.9,4.0,1,75000.0,1,7.5,0.0,7.0,0.0
7000.0,36,9.91,5.0,1,54008.0,1,8.64,0.0,11.0,0.0
14000.0,36,10.65,2.0,2,85000.0,1,17.39,0.0,6.0,0.0
5000.0,36,6.62,10.0,2,54000.0,1,13.91,0.0,16.0,0.0
8500.0,36,6.62,4.0,2,84000.0,1,17.21,0.0,19.0,0.0
19750.0,60,16.77,5.0,2,66500.0,1,14.29,0.0,12.0,0.0
21000.0,36,10.65,6.0,2,53004.0,1,2.06,0.0,6.0,0.0
15000.0,60,18.64,6.0,3,50000.0,0,13.34,0.0,12.0,0.0
12000.0,36,6.62,6.0,1,71151.0,1,18.57,0.0,12.0,0.0
9000.0,36,7.51,7.0,2,125000.0,1,9.16,0.0,10.0,0.0
18000.0,36,18.64,10.0,1,180000.0,1,11.95,0.0,8.0,0.0
10000.0,36,14.27,6.0,2,300000.0,1,5.65,1.0,7.0,0.0
7000.0,36,8.9,10.0,2,35000.0,1,12.45,1.0,12.0,0.0
8000.0,36,16.29,10.0,1,63000.0,1,14.57,0.0,16.0,0.0
26000.0,60,19.03,10.0,1,72000.0,0,22.22,0.0,9.0,0.0
28000.0,60,10.65,5.0,1,64936.0,1,8.91,0.0,7.0,0.0
35000.0,60,13.49,6.0,1,98000.0,0,14.55,0.0,7.0,0.0
5500.0,60,19.42,8.0,1,25000.0,0,10.56,0.0,5.0,0.0
14400.0,60,14.65,4.0,2,105000.0,1,10.75,0.0,21.0,0.0
10000.0,36,10.65,10.0,1,44000.0,1,18.22,0.0,9.0,0.0
28000.0,36,16.77,10.0,3,76000.0,0,13.78,0.0,6.0,0.0
5000.0,36,16.29,2.0,3,24000.0,1,4.65,0.0,3.0,0.0
20000.0,36,11.71,10.0,1,57000.0,1,22.74,0.0,10.0,0.0
7000.0,36,16.77,1.0,1,45000.0,1,22.21,0.0,14.0,0.0
10000.0,36,13.49,8.0,2,72000.0,1,8.68,0.0,9.0,0.0
10000.0,36,16.77,10.0,1,44000.0,1,12.9,0.0,7.0,0.0
10000.0,36,11.71,10.0,1,60000.0,0,19.92,0.0,10.0,0.0
20000.0,36,10.65,9.0,1,65000.0,1,14.36,0.0,7.0,0.0
6000.0,36,12.69,1.0,1,65000.0,1,5.41,0.0,8.0,0.0
16000.0,36,17.27,10.0,1,65000.0,1,19.81,1.0,11.0,0.0
3400.0,36,9.91,6.0,2,125000.0,1,16.95,0.0,18.0,0.0
6000.0,36,13.49,2.0,2,22500.0,1,8.32,0.0,5.0,0.0
7000.0,36,7.9,10.0,2,47000.0,0,14.37,0.0,6.0,0.0
12000.0,60,13.49,3.0,3,52000.0,1,21.42,0.0,8.0,0.0
7875.0,60,19.42,6.0,1,25000.0,1,19.82,0.0,12.0,0.0
21000.0,60,21.28,10.0,2,109992.0,1,10.89,0.0,13.0,0.0
17000.0,36,6.62,6.0,2,78301.0,1,13.85,0.0,11.0,0.0
9500.0,36,6.62,10.0,2,43000.0,1,19.28,0.0,8.0,0.0
16000.0,60,14.27,10.0,2,72000.0,1,11.88,2.0,8.0,0.0
35000.0,60,22.35,10.0,2,65000.0,0,12.37,0.0,12.0,0.0
1200.0,36,18.25,4.0,1,20400.0,0,24.12,4.0,2.0,0.0
20000.0,60,17.58,1.0,3,86124.0,0,17.6,0.0,15.0,0.0
5000.0,36,14.27,0.0,1,24000.0,0,1.75,0.0,6.0,0.0
5400.0,36,16.29,1.0,1,32000.0,0,20.03,0.0,9.0,0.0
12000.0,60,19.91,6.0,1,36500.0,0,22.22,0.0,7.0,0.0
12775.0,36,9.91,10.0,2,38000.0,1,20.94,0.0,9.0,0.0
5000.0,36,17.58,0.0,1,21600.0,1,5.33,1.0,2.0,0.0
15000.0,60,19.91,2.0,1,41500.0,1,17.93,1.0,7.0,0.0
15600.0,36,13.49,3.0,2,75000.0,1,18.53,0.0,19.0,0.0
5050.0,60,21.67,10.0,2,67517.64,0,10.45,0.0,3.0,0.0
12000.0,60,18.25,3.0,1,34500.0,1,22.61,0.0,9.0,0.0
24000.0,60,18.64,5.0,2,120000.0,1,15.33,1.0,17.0,0.0
25000.0,60,12.42,4.0,2,54600.0,1,12.09,0.0,8.0,0.0
12000.0,36,16.29,5.0,2,72000.0,1,16.33,1.0,10.0,0.0
10000.0,36,12.69,4.0,1,70000.0,1,13.53,0.0,11.0,0.0
2400.0,36,9.91,0.0,1,46000.0,1,18.78,0.0,15.0,0.0
5825.0,36,14.27,4.0,1,25000.0,1,20.21,0.0,9.0,0.0
20000.0,36,11.71,10.0,1,65000.0,1,21.05,0.0,12.0,0.0
16000.0,36,11.71,7.0,1,47000.0,1,19.43,0.0,14.0,0.0
1500.0,36,9.91,4.0,2,25632.0,1,2.72,0.0,2.0,0.0
12500.0,36,10.65,8.0,2,50000.0,1,12.12,0.0,19.0,0.0
12000.0,60,8.9,10.0,2,70000.0,0,9.65,0.0,13.0,0.0
3500.0,36,8.9,10.0,2,47500.0,1,19.76,3.0,11.0,0.0
4000.0,36,16.77,6.0,2,45000.0,1,7.12,0.0,3.0,0.0
12100.0,60,17.27,3.0,1,50000.0,1,11.5,0.0,8.0,0.0
20000.0,60,14.27,10.0,2,60000.0,0,7.42,0.0,4.0,0.0
15000.0,36,12.42,2.0,2,90000.0,1,9.69,2.0,13.0,0.0
15600.0,36,7.9,10.0,2,43000.0,1,20.01,0.0,7.0,0.0
10000.0,36,12.42,5.0,2,65000.0,1,15.07,0.0,9.0,0.0
2400.0,36,12.42,10.0,2,78000.0,1,9.82,1.0,10.0,0.0
12000.0,60,7.9,6.0,2,102000.0,1,8.09,0.0,9.0,0.0
19000.0,60,20.3,10.0,2,60000.0,0,17.24,0.0,13.0,0.0
8000.0,60,14.27,4.0,1,40000.0,1,11.85,2.0,9.0,0.0
10000.0,36,15.96,9.0,1,51000.0,0,9.39,0.0,10.0,0.0
9000.0,36,6.62,4.0,2,125000.0,1,7.26,0.0,9.0,0.0
26375.0,60,17.58,10.0,2,158000.0,1,22.66,0.0,14.0,0.0
10000.0,36,13.49,1.0,3,72000.0,1,20.18,0.0,13.0,0.0
10000.0,36,11.71,2.0,1,21000.0,1,12.23,0.0,8.0,0.0
12600.0,60,20.3,6.0,2,65000.0,0,20.05,0.0,9.0,0.0
6000.0,36,10.65,0.0,2,110000.0,1,15.82,1.0,14.0,0.0
12800.0,36,12.42,0.0,1,56000.0,1,24.66,0.0,14.0,0.0
13000.0,60,15.96,10.0,2,135800.0,1,11.99,0.0,11.0,0.0
8000.0,36,7.9,2.0,1,72000.0,1,11.52,0.0,13.0,0.0
6975.0,36,9.91,5.0,2,102000.0,1,20.79,1.0,10.0,0.0
13000.0,36,7.9,10.0,3,53100.0,1,16.41,0.0,5.0,0.0
12000.0,60,16.77,2.0,2,65000.0,1,18.2,0.0,12.0,0.0
5000.0,36,6.62,4.0,1,80000.0,1,0.81,1.0,8.0,0.0
17000.0,36,11.71,10.0,2,101000.0,1,14.66,0.0,9.0,0.0
12800.0,36,12.42,4.0,1,38000.0,0,22.58,0.0,7.0,0.0
1600.0,36,8.9,10.0,1,67171.0,1,17.67,0.0,8.0,0.0
26300.0,60,23.13,0.0,2,65000.0,0,15.06,0.0,9.0,0.0
18800.0,60,20.89,10.0,1,56791.0,0,14.11,1.0,10.0,0.0
12000.0,36,11.71,4.0,2,36000.0,1,19.13,0.0,6.0,0.0
28000.0,36,7.9,10.0,1,111000.0,1,16.36,0.0,9.0,0.0
20000.0,36,12.69,9.0,3,110000.0,1,11.14,0.0,11.0,0.0
20000.0,60,12.69,5.0,2,72000.0,1,29.73,0.0,12.0,0.0
5000.0,36,9.91,10.0,1,53000.0,1,17.32,0.0,7.0,0.0
19000.0,36,13.49,3.0,2,115000.0,1,13.18,0.0,5.0,0.0
35000.0,36,9.91,1.0,3,73440.0,1,6.5,0.0,8.0,0.0
8000.0,36,9.91,4.0,1,47000.0,0,22.24,0.0,4.0,0.0
7200.0,36,17.58,10.0,1,40000.0,1,21.54,0.0,6.0,0.0
2400.0,36,9.91,2.0,1,45000.0,1,18.69,0.0,18.0,0.0
25000.0,60,19.03,2.0,2,87000.0,0,22.25,0.0,11.0,0.0
24250.0,36,19.03,5.0,3,55000.0,1,15.21,0.0,8.0,0.0
12000.0,36,10.65,2.0,1,36400.0,1,26.64,0.0,13.0,0.0
